DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1997-0226-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh,,,No,No,No,,,Kph,,,,1997,8,22,1997,8,22,25,,,,,,,,,,,52.67993394,,01-07-2003,25-09-2023
1997-0260-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",,,No,No,No,,21840,Km2,,,,1997,9,,1997,9,,1442,,29259000,,29259000,,,,,,,52.67993394,,01-07-2003,25-09-2023
1997-0337-IND,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",Monsoonal rain,,No,No,No,,,Km2,,,Sabarmati,1997,6,22,1997,6,28,111,,1000000,,1000000,,,,,153800,291952,52.67993394,,09-07-2006,25-09-2023
1997-0348-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,West,,,No,No,No,,,Km2,,,,1997,8,,1997,8,,244,,,,,,,,,,,52.67993394,,01-07-2003,25-09-2023
1997-0357-IND,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),Heavy rain,,No,No,No,,,Km2,,,,1997,9,19,1997,9,24,25,,,,,,,,,,,52.67993394,,28-10-2005,25-09-2023
1997-0504-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Valsad, Chikali and Gandevi (Valsad district) and Vyara and Mahuva taluks (Surat district)",,,No,No,No,,,,,,,1997,7,15,1997,9,11,48,,413,,413,,,,,,,52.67993394,,10-06-2005,25-09-2023
1997-0509-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Polio,IND,India,Southern Asia,Asia,Lucknow (city) Level 1 = Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,1997,12,10,1997,12,10,,,210,,210,,,,,,,52.67993394,,01-07-2003,25-09-2023
1997-0550-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalities,IND,India,Southern Asia,Asia,Kahool,,,No,No,No,,,Vaccinated,,,,1997,,,1997,,,32,,267,,267,,,,,,,52.67993394,,15-06-2005,25-09-2023
1998-0061-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Himachal Pradesh,,,No,No,No,,,,,,,1998,3,5,1998,3,5,26,,,,,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0106-IND,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,"Tanton, Jaleshwar (Midnapore, West Bengal), Balasore district (Orissa)",,,Yes,No,No,,110,Kph,,,,1998,3,24,1998,3,24,250,2500,38000,,40500,,,,,10000,18692,53.49768079,,01-07-2003,25-09-2023
1998-0178-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Assam,,,No,No,No,,,,,,,1998,6,3,1998,6,3,48,150,,,150,,,,,,,53.49768079,,10-07-2006,25-09-2023
1998-0183-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,03A,IND,India,Southern Asia,Asia,"Kutch, Porbandar, Jamnagar, Junagadh, Amreli, Bhavnagar, Banaskhanta, Surat, Bharuch, Rajkot, Valsad, Nasvari districts (Gujarat state), Barmer, Jallore districts (Rajasthan state), Ratnagiri district (Maharasthra)",,,Yes,No,No,98,145,Kph,,,,1998,6,9,1998,6,11,2871,893,4600000,,4600893,,,217000,405625,469000,876674,53.49768079,,09-07-2006,25-09-2023
1998-0217-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Rajasthan, Madhya Pradesh, Uttar Pradesh, Gujarat states",,,No,No,No,,49.8,°C,,,,1998,5,26,1998,5,26,2541,,,,,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0232-IND,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,"Assam, Adilabad, Karimnaga - Level 1 = Andhra Pradesh, West Bangal",,,No,No,No,,,,,,,1998,7,,1998,7,,679,,14632,,14632,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0253-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Malpa village (Pithoragrah district, Uttar Pradesh state)",,,No,No,No,,,,,,,1998,8,17,1998,8,17,239,,200000,,200000,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0262-IND,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Mansuna village (Uttar Pradesh state),,,No,No,No,,,,,,,1998,8,19,1998,8,19,37,,,,,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0313-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Bombay (city) Level 1 = Maharashtra,,,No,No,No,,,Kph,,,,1998,10,18,1998,10,18,250,,,,,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0333-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Level 1 = Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,1998,8,,1998,8,,128,,606,,606,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0379-IND,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,"West Begala, Midnapur dis.- Level 1 = Uttar Pradesh",,,No,No,No,,170,Kph,,,,1998,11,22,1998,11,22,100,,20000,,20000,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0392-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",,,Yes,No,No,1983,67610,Km2,,,,1998,8,,1998,8,,1811,,29227200,,29227200,,,,,,,53.49768079,,06-05-2007,25-09-2023
1998-0439-IND,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,IND,India,Southern Asia,Asia,Sikkim,,,No,No,No,,,,,,,1998,3,31,1998,3,31,24,6,,,6,,,,,,,53.49768079,,01-07-2003,25-09-2023
1998-0449-IND,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Gujarat, Maharashtra states","Dam/levy, break or release",,No,No,No,,,Km2,,,,1998,9,16,1998,9,18,90,,50000,,50000,,,,,,,53.49768079,,27-10-2005,25-09-2023
1998-0450-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Hyderabad",,,No,No,No,,8000,Km2,,,,1998,9,20,1998,9,20,230,,375000,,375000,,,,,528600,988080,53.49768079,,09-07-2006,25-09-2023
1998-0455-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Rajasthan, Jammu and Cachemire states",,,No,No,No,,,°C,,,,1998,12,15,1998,12,15,100,,,,,,,,,,,53.49768079,,01-07-2003,25-09-2023
1999-0099-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",,,Yes,No,No,25,6.6,Moment Magnitude,30.512,79.403,,1999,3,28,1999,3,28,100,394,372000,105500,477894,,,,,2000,3658,54.66822084,,09-11-2004,25-09-2023
1999-0121-IND,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,IND,India,Southern Asia,Asia,"Garhwal & Kumaon (districts of Nainital, Almora and Pithoragarh) Level 1 = Uttar Pradesh",,,No,No,No,,349,Km2,,,,1999,4,,1999,4,,6,,,,,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0125-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Gujurat, Uttar Pradesh",,,No,No,No,,47,°C,,,,1999,4,,1999,4,,140,,,,,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0177-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,O2a,IND,India,Southern Asia,Asia,Gujarat Coast,,,No,No,No,,200,Kph,,,,1999,5,20,1999,5,23,451,,40696,,40696,,,,,20000,36584,54.66822084,,06-05-2007,25-09-2023
1999-0213-IND,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",Monsoonal rain,,No,No,No,1328,,Km2,,,"Brahmaputra, Jamuna, Padma, Meghna, Gomti, Surma and Khowai",1999,7,11,1999,8,3,325,,5500000,,5500000,,,,,,,54.66822084,,25-10-2005,25-09-2023
1999-0371-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,,No,No,No,155,,Km2,,,,1999,9,,1999,9,,229,,22120000,,22120000,,,,,2400,4390,54.66822084,,01-07-2003,25-09-2023
1999-0401-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Orissa, Ganjam, Puri, Khurda, Gajapathi",,,No,No,No,,200,Kph,,,,1999,10,18,1999,10,18,84,1000,500000,700000,1201000,,,,,470000,859732,54.66822084,,01-07-2003,25-09-2023
1999-0425-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,05B,IND,India,Southern Asia,Asia,"Kendrapara, Jagatsinghpur, Khurda, Puri, Cuttack, Nayagarh, Bhadrak, Keonjhar, Dhenkanal, Balasore, Mayurbhang, Jajapur (Orissa, Andhra Pradesh, West Bengal states)",,Flood|Surge,Yes,No,No,,260,Kph,,,,1999,10,28,1999,10,30,9843,3312,12625000,,12628312,,,100000,182922,2500000,4573041,54.66822084,,07-07-2006,25-09-2023
1999-0482-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Acute jaundice syndrome,IND,India,Southern Asia,Asia,"Khanpur, Jhalawar district, Level 1 = Delhi & Rajahastan",,,No,No,No,,,Vaccinated,,,,1999,3,6,1999,3,6,,,285,,285,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0483-IND,Yes,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,IND,India,Southern Asia,Asia,Masarkal,,,No,No,No,,,Vaccinated,,,,1999,10,,1999,10,,1,,499,,499,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0484-IND,Yes,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Acute diarrhoeal syndrome,IND,India,Southern Asia,Asia,"Tehri Garhwal Disrict, Level 1 = Uttar Pradesh",,,No,No,No,,,Vaccinated,,,,1999,9,,1999,9,,11,,75,,75,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0564-IND,Yes,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Vaccinated,,,,1999,11,,1999,11,,69,,77880,,77880,,,,,,,54.66822084,,01-07-2003,25-09-2023
1999-0649-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Andhra Pradesh,,,No,No,No,,,Vaccinated,,,,1999,9,,1999,12,6,200,,765,,765,,,,,,,54.66822084,,15-06-2005,25-09-2023
2000-0020-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal provinces",,,No,No,No,,,°C,,,,2000,1,,2000,1,,275,,,,,,,,,,,56.51429056,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",01-07-2003,25-09-2023
2000-0306-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,"Gonda, Banda districts (Uttar Pradesh)",,,No,No,No,,,Vaccinated,,,,2000,5,,2000,5,,84,,1055,,1055,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0308-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Delhi,,,No,No,No,,,,,,,2000,5,,2000,5,,,,192,,192,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0323-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh province,,,No,No,No,4812,100,Kph,,,,2000,10,17,2000,10,17,,,,,,,,,,,,56.51429056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",01-07-2003,25-09-2023
2000-0332-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province), ",,Broken Dam/Burst bank,No,No,No,,55000,Km2,,,,2000,6,10,2000,6,10,20,,3000000,,3000000,,,,,,,56.51429056,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17572,""adm2_name"":""Lohit""},{""adm2_code"":17575,""adm2_name"":""West Siang""}]",15-09-2005,25-09-2023
2000-0358-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",,,No,No,No,,,,,,,2000,6,,2000,6,,43,,,,,,,,,,,56.51429056,"[{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17899,""adm2_name"":""Bijnor""},{""adm2_code"":17928,""adm2_name"":""Moradabad""}]",01-07-2003,25-09-2023
2000-0415-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Ghatkopar village (Mumbai Suburban district, Maharashtra province)",Heavy rain,,No,No,No,,,,,,,2000,7,12,2000,7,12,58,38,7000,,7038,,,,,,,56.51429056,"[{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",24-04-2005,25-09-2023
2000-0444-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,No,No,No,,,Km2,,,,2000,7,,2000,7,,130,,,,,,,,,,,56.51429056,"[{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70045,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70050,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17575,""adm2_name"":""West Siang""},{""adm2_code"":70084,""adm2_name"":""Lower Dibang Valley""}]",01-07-2003,25-09-2023
2000-0445-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",Monsoonal rain,,Yes,No,No,7087,300000,Km2,,,"Brahmaputra and its tributaries, Bagmati, Kosi, Gandak, Murigandak, Kamlabalan, Mahananada, Adhwara, Ganges, Bhagra, Ganga, Burhi Gandak, Bagmati and Punpun",2000,8,2,2000,8,30,867,,22000000,,22000000,,,,,43000,76087,56.51429056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70074,""adm1_name"":""Chandigarh""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17945,""adm2_name"":""Bankura""},{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17956,""adm2_name"":""Nadia""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70296,""adm2_name"":""West Midnapore""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",03-01-2008,25-09-2023
2000-0459-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Mumbai, Thane districts",,,No,No,No,,,,,,,2000,7,,2000,7,,27,,79,,79,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0498-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Pithoragarh, Naini Tal districts (Uttarakhand province)",,,No,No,No,,,,,,,2000,8,11,2000,8,11,86,,,,,,,,,,,56.51429056,"[{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",01-07-2003,25-09-2023
2000-0534-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",Brief torrential rain,,No,No,No,,129500,Km2,,,Godavari,2000,8,23,2000,8,31,179,16,,252000,252016,,,,,173000,306117,56.51429056,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",23-02-2006,25-09-2023
2000-0568-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,2000,8,,2000,8,,34,,116,,116,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0610-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",Monsoonal rain,,No,No,No,,12680,Km2,,,"Ganges, Kosi, Bagmati, Burhi Ganduk, Hoogly, Kharia, Ichamati and Jamuna",2000,9,18,2000,10,21,884,,24600000,,24600000,,,,,691500,1223584,56.51429056,"[{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17614,""adm2_name"":""Munger""},{""adm2_code"":70095,""adm2_name"":""Banka""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":17600,""adm2_name"":""Deoghar""},{""adm2_code"":70142,""adm2_name"":""Dumka""},{""adm2_code"":70154,""adm2_name"":""Sahibganj""}]",15-09-2005,25-09-2023
2000-0698-IND,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Enteric diseases,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Vaccinated,,,,2000,10,,2000,10,,51,,,,,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0709-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Andhra Pradesh state,,,No,No,No,,,Vaccinated,,,,2000,10,12,2000,10,12,14,,64,,64,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0738-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,North 24 Parganas district (West Bengal province),,,No,No,No,,309,Km2,,,,2000,10,19,2000,10,19,6,,534035,,534035,,,,,,,56.51429056,"[{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""}]",01-07-2003,25-09-2023
2000-0785-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,03B,IND,India,Southern Asia,Asia,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",,,No,No,No,,120,Kph,,,,2000,11,29,2000,11,29,,,30000,,30000,,,,,,,56.51429056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""}]",01-07-2003,25-09-2023
2000-0795-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,Supaul district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,10,26,2000,10,26,13,,287,,287,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-0874-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese Encephalitis,IND,India,Southern Asia,Asia,Nawadah district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,8,31,2000,8,31,19,,58,,58,,,,,,,56.51429056,,01-07-2003,25-09-2023
2000-9222-IND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",,Food shortage|Heat wave,No,No,Yes,2247,,Km2,,,,2000,4,,2001,,,20,,50000000,,50000000,,,,,588000,1040445,56.51429056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",03-01-2008,25-09-2023
2001-0011-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Punjab provinces",,,No,No,No,,-22,°C,,,,2001,1,,2001,1,,125,,,,,,,,,,,58.11147437,"[{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",01-07-2003,25-09-2023
